"Game Number","Time in the quarter","Opponents"
"20171019","1 quarter, 3 minute(s) 17 seconds left","LAL"
"20171019","2 quarter, 2 minute(s) 13 seconds left","LAL"
"20171019","3 quarter, 4 minute(s) 31 seconds left","LAL"
"20171019","4 quarter, 1 minute(s) 45 seconds left","LAL"
"20171021","1 quarter, 6 minute(s) 8 seconds left","PHX"
"20171021","2 quarter, 2 minute(s) 22 seconds left","PHX"
"20171021","4 quarter, 2 minute(s) 57 seconds left","PHX"
