"Game Number","Time in the quarter","Opponents"
"20171018","1 quarter, 5 minute(s) 57 seconds left","IND"
"20171018","3 quarter, 9 minute(s) 2 seconds left","IND"
"20171018","3 quarter, 4 minute(s) 13 seconds left","IND"
"20171020","1 quarter, 6 minute(s) 47 seconds left","ORL"
"20171020","2 quarter, 2 minute(s) 9 seconds left","ORL"
"20171020","2 quarter, 0 minute(s) 15 seconds left","ORL"
"20171020","4 quarter, 3 minute(s) 15 seconds left","ORL"
